,Team,Chassis,Engine,Tires,{{Tooltip|No.|Car number}},Driver(s),Rounds,Season,Round(s),Drivers,,#,No,Tire,Ref(s),,No.
1,[[A. J. Foyt Enterprises]],[[Dallara IR-03|Dallara]]<br>[[G-Force GF09|Panoz]]{{refn|name=FoytPanoz|group=N|Used by [[A. J. Foyt IV]] in [[Honda Grand Prix of St. Petersburg|St. Petersburg]] and by [[Felipe Giaffone]].}},[[Toyota Indy V8|Toyota]]<br>[[Chevrolet Indy V8|Chevrolet]]{{refn|name=FoytChevy|group=N|Used from [[Kentucky Speedway|Kentucky]] onwards.}},,,,"14, 16",2005,,{{flagicon|USA}} [[Jeff Bucknum]] '''(R)''',,,14,,,,
2,[[A. J. Foyt Enterprises]],[[Dallara IR-03|Dallara]]<br>[[G-Force GF09|Panoz]]{{refn|name=FoytPanoz|group=N|Used by [[A. J. Foyt IV]] in [[Honda Grand Prix of St. Petersburg|St. Petersburg]] and by [[Felipe Giaffone]].}},[[Toyota Indy V8|Toyota]]<br>[[Chevrolet Indy V8|Chevrolet]]{{refn|name=FoytChevy|group=N|Used from [[Kentucky Speedway|Kentucky]] onwards.}},,,,5,2005,,{{flagicon|USA}} [[Larry Foyt]] '''(R)''',,,41,,,,
3,[[A. J. Foyt Enterprises]],[[Dallara IR-03|Dallara]]<br>[[G-Force GF09|Panoz]]{{refn|name=FoytPanoz|group=N|Used by [[A. J. Foyt IV]] in [[Honda Grand Prix of St. Petersburg|St. Petersburg]] and by [[Felipe Giaffone]].}},[[Toyota Indy V8|Toyota]]<br>[[Chevrolet Indy V8|Chevrolet]]{{refn|name=FoytChevy|group=N|Used from [[Kentucky Speedway|Kentucky]] onwards.}},,,,5,2005,,"{{flagicon|BRA}} [[Felipe Giaffone]]{{refn|name=Giaffone|group=N|Replaced [[Scott Mayer (racing driver)|Scott Mayer]], who failed to pass his rookie test.}}",,,48,,,,
4,Aguri-[[Fernández Racing]]<br>Delphi [[Fernández Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,5,2005,,{{flagicon|MEX}} [[Adrián Fernández]],,,5,,,,
5,Aguri-[[Fernández Racing]]<br>Delphi [[Fernández Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|USA}} [[Scott Sharp]],,,8,,,,
6,Aguri-[[Fernández Racing]]<br>Delphi [[Fernández Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|JPN}} [[Kosuke Matsuura]],,,55,,,,
7,[[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|USA}} [[Bryan Herta]],,,7,,,,
8,[[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|BRA}} [[Tony Kanaan]],,,11,,,,
9,[[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|GBR}} [[Dan Wheldon]],,,26,,,,
10,[[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|GBR}} [[Dario Franchitti]],,,27,,,,
11,[[Cheever Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,All,2005,,{{flagicon|USA}} [[Alex Barron (racing driver)|Alex Barron]],,,51,,,,
12,[[Cheever Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,All,2005,,{{flagicon|CAN}} [[Patrick Carpentier]],,,83,,,,
13,[[CURB/Agajanian/Beck Motorsports]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,5,2005,,{{flagicon|NLD}} [[Arie Luyendyk Jr.]] '''(R)''',,,98,,,,
14,[[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|USA}} [[Roger Yasukawa]],,,24,,,,
15,[[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,4–5,2005,,{{flagicon|USA}} [[Jeff Bucknum]] '''(R)''',,,44,,,,
16,[[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,,,17,2005,,{{flagicon|BRA}} [[Thiago Medeiros]] '''(R)''',,,44,,,,
17,[[Hemelgarn Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,"1–2, 4",2005,,{{flagicon|USA}} [[Paul Dana]] '''(R)''',,,91,,,,
18,[[Hemelgarn Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,"5–13, 15, 17",2005,,{{flagicon|USA}} [[Jimmy Kite]],,,91,,,,
19,[[Team Penske|Marlboro Team Penske]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,All,2005,,{{flagicon|BRA}} [[Hélio Castroneves]],,,3,,,,
20,[[Team Penske|Marlboro Team Penske]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,All,2005,,{{flagicon|USA}} [[Sam Hornish Jr.]],,,6,,,,
21,[[Newman/Haas Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,5,2005,,{{flagicon|BRA}} [[Bruno Junqueira]],,,36,,,,
22,[[Newman/Haas Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,5,2005,,{{flagicon|FRA}} [[Sébastien Bourdais]],,,37,,,,
23,[[Panther Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,"1–9, 12–17",2005,,{{flagicon|CZE}} [[Tomáš Enge]] '''(R)''',,,2,,,,
24,[[Panther Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,10,2005,,{{flagicon|USA}} [[Buddy Lazier]],,,2,,,,
25,[[Panther Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,11,2005,,{{flagicon|USA}} [[Townsend Bell]],,,2,,,,
26,[[Panther Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,All,2005,,{{flagicon|ZAF}} [[Tomas Scheckter]],,,4,,,,
27,[[Panther Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,"5, 9, 11–12, 15",2005,,{{flagicon|USA}} [[Buddy Lazier]],,,95,,,,
28,[[Playa del Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,5,2005,,{{flagicon|USA}} [[Jaques Lazier]],,,21,,,,
29,[[Rahal Letterman Lanigan Racing|Rahal Letterman Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,"1–4, 6–17",2005,,{{flagicon|USA}} [[Buddy Rice]],,,15,,,,
30,[[Rahal Letterman Lanigan Racing|Rahal Letterman Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,5,2005,,{{flagicon|SWE}} [[Kenny Bräck]],,,15,,,,
31,[[Rahal Letterman Lanigan Racing|Rahal Letterman Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|USA}} [[Danica Patrick]] '''(R)''',,,16,,,,
32,[[Rahal Letterman Lanigan Racing|Rahal Letterman Racing]],[[G-Force GF09|Panoz]],[[Honda Indy V8|Honda]],,,,All,2005,,{{flagicon|BRA}} [[Vítor Meira]],,,17,,,,
33,[[Roth Racing]],[[Dallara IR-03|Dallara]],[[Chevrolet Indy V8|Chevrolet]],,,,5,2005,,{{flagicon|CAN}} [[Marty Roth]] '''(R)''',,,25,,,,
34,[[Sam Schmidt Motorsports]],[[G-Force GF09|Panoz]],[[Chevrolet Indy V8|Chevrolet]],,,,5,2005,,{{flagicon|USA}} [[Richie Hearn]],,,70,,,,
35,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,4,2005,,{{flagicon|NZL}} [[Scott Dixon]],,,9,,,,
36,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,"1–3, 5–17",2005,,{{flagicon|NZL}} [[Scott Dixon]],,,9,,,,
37,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,1–10,2005,,{{flagicon|GBR}} [[Darren Manning]],,,10,,,,
38,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,"11–13, 15, 17",2005,,{{flagicon|USA}} [[Jaques Lazier]],,,10,,,,
39,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,"14, 16",2005,,{{flagicon|ITA}} [[Giorgio Pantano]] '''(R)''',,,10,,,,
40,[[Chip Ganassi Racing|Target Chip Ganassi Racing]],[[G-Force GF09|Panoz]],[[Toyota Indy V8|Toyota]],,,,1–15,2005,,{{flagicon|AUS}} [[Ryan Briscoe]] '''(R)''',,,33,,,,
41,[[Vision Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,All,2005,,{{flagicon|USA}} [[Ed Carpenter (racing driver)|Ed Carpenter]],,,20,,,,
42,[[Vision Racing]],[[Dallara IR-03|Dallara]],[[Toyota Indy V8|Toyota]],,,,5,2005,,{{flagicon|USA}} [[Jeff Ward (motorsports)|Jeff Ward]],,,22,,,,
0,{{flagicon|USA}} [[A. J. Foyt Enterprises|A. J. Foyt Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,14,,,2008,"1-2, 3A, 4-17",{{flagicon|GBR}} [[Darren Manning]],,,,{{Firestone}},"<ref name="":13"">{{Cite web |date=December 18, 2007 |title=Indy Racing League News and Notes: Manning returns to A.J. Foyt Racing |url=https://au.motorsport.com/indycar/news/ips-irl-indy-racing-league-news-and-notes-2007-12-18/2258546/ |website=[[Motorsport.com]]}}</ref>",,
1,{{flagicon|USA}} [[A. J. Foyt Enterprises|A. J. Foyt Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,14,,,2008,NC,{{flagicon|BRA}} [[Vítor Meira]],,,,{{Firestone}},"<ref name="":14"">{{Cite web |date=September 25, 2008 |title=Vitor Meira Signs with A.J. Foyt Racing; Starts at Australia |url=https://au.motorsport.com/indycar/news/aj-foyt-racing-signs-vitor-meira/2805690/ |website=[[Motorsport.com]]}}</ref>",,
2,{{flagicon|USA}} [[A. J. Foyt Enterprises|A. J. Foyt Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,41,,,2008,5,{{flagicon|USA}} [[Jeff Simmons (racing driver)|Jeff Simmons]],,,,{{Firestone}},"<ref name="":15"">{{Cite web |date=May 12, 2008 |title=Jeff Simmons to drive for Foyt in Indianapolis 500 |url=https://www.autoweek.com/news/a2039636/jeff-simmons-drive-foyt-indianapolis-500/ |access-date=January 7, 2025 |website=Autoweek |language=en-US}}</ref>",,
3,{{flagicon|USA}} [[A. J. Foyt Enterprises|A. J. Foyt Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,41,,,2008,17,{{flagicon|FRA}} [[Franck Perera]] {{Color box|orange|R|border=silver}},,,,{{Firestone}},"<ref name="":16"">{{Cite web |date=September 3, 2008 |title=Perera joins Foyt for Chicagoland |url=https://www.autosport.com/indycar/news/perera-joins-foyt-for-chicagoland-4422903/4422903/ |website=[[Autosport]]}}</ref>",,
4,{{flagicon|USA}} [[American Dream Motorsports]],[[G-Force GF09|Panoz GF09C]],[[Honda Indy V8|Honda]],,88,,,2008,5,{{flagicon|USA}} [[Phil Giebler]] {{Color box|orange|R|border=silver}},,,,{{Firestone}},"<ref name="":41"">{{Cite news |date=May 4, 2008 |title=2008 Indy |url=https://www.newspapers.com/article/the-indianapolis-star-2008-indy/123627939/ |access-date=January 7, 2025 |work=The Indianapolis Star |pages=C12}}</ref>",,
5,{{flagicon|USA}} [[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,7,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|USA}} [[Danica Patrick]],,,,{{Firestone}},"<ref>{{Cite web |last= |first= |date=July 26, 2006 |title=Danica Patrick to join Andretti Green Racing in 2007 |url=https://www.savannahnow.com/story/sports/2006/07/26/danica-patrick-join-andretti-green-racing-2007/13831490007/ |access-date=January 6, 2025 |website=Savannah Morning News |language=en-US}}</ref>",,
6,{{flagicon|USA}} [[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,11,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|BRA}} [[Tony Kanaan]],,,,{{Firestone}},"<ref>{{Cite web |date=October 30, 2003 |title=Andretti Green Racing extends drivers' contracts |url=https://www.autoweek.com/news/a2103331/andretti-green-racing-extends-drivers-contracts/ |access-date=January 6, 2025 |website=Autoweek |language=en-US}}</ref>",,
7,{{flagicon|USA}} [[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,26,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|USA}} [[Marco Andretti]],,,,{{Firestone}},"<ref>{{Cite news |date=January 9, 2007 |title=Marco Andretti not considering F1 move |url=https://www.autosport.com/f1/news/marco-andretti-not-considering-f1-move-4407967/4407967/ |access-date=January 6, 2025 |work=[[Autosport.com]]}}</ref>",,
8,{{flagicon|USA}} [[Andretti Autosport|Andretti Green Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,27,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|JPN}} [[Hideki Mutoh]] {{Color box|orange|R|border=silver}},,,,{{Firestone}},"<ref name="":6"">{{Cite news |last=Freeman |first=Glenn |date=October 31, 2007 |title=Mutoh confirmed at AGR for 2008 |url=https://www.autosport.com/indycar/news/mutoh-confirmed-at-agr-for-2008-4417177/4417177/ |access-date=January 6, 2025 |work=[[Autosport.com]]}}</ref>",,
9,{{flagicon|USA}} [[Chip Ganassi Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,9,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|NZL}} [[Scott Dixon]],,,,{{Firestone}},,,
10,{{flagicon|USA}} [[Chip Ganassi Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,10,,,2008,"1-2, 3A, 4-17",{{flagicon|GBR}} [[Dan Wheldon]],,,,{{Firestone}},,,
11,{{flagicon|USA}} [[Chip Ganassi Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,10,,,2008,NC,{{flagicon|GBR}} [[Dario Franchitti]],,,,{{Firestone}},"<ref name="":7"">{{Cite web |date=September 19, 2008 |title=Chip Ganassi Racing adds Franchitti for Australia event |url=https://au.motorsport.com/indycar/news/chip-ganassi-racing-adds-franchitti-for-australia-event/2801063/ |website=[[Motorsport.com]]}}</ref>",,
12,{{flagicon|USA}} [[Conquest Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,34,,,2008,"1–2, 3B",{{flagicon|FRA}} [[Franck Perera]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name=""Franck Perera Signs With Conquest Racing"">{{cite news |date=February 6, 2008 |title=Conquest Racing Confirms Atlantic's 'Fearless' Franck Perera For 2008 Champ Car World Series Season |url=http://www.champcarworldseries.com/News/Article.asp?ID=12520 |url-status=dead |archive-url=https://web.archive.org/web/20080304113757/http://www.champcarworldseries.com/News/Article.asp?ID=12520 |archive-date=March 4, 2008 |access-date=February 6, 2008 |publisher=champcarworldseries.com}}</ref><ref name="":31"">{{Cite web |date=February 28, 2008 |title=Conquest Racing the first to make move; Perera named |url=http://www.indycar.com/news/story.php?story_id=10565 |archive-url=https://web.archive.org/web/20080228145527/http://www.indycar.com/news/story.php?story_id=10565 |url-status=dead |archive-date=February 28, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref>",,
13,{{flagicon|USA}} [[Conquest Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,34,,,2008,"4–17, NC",{{flagicon|BRA}} [[Jaime Camara]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":32"">{{Cite web |date=April 25, 2008 |title=Camara replaces Perera at Conquest |url=https://www.crash.net/indycar/news/25944/1/sponsor-saga-costs-perera-seat |access-date=January 7, 2025 |website=www.crash.net |language=en}}</ref>",,
14,{{flagicon|USA}} [[Conquest Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,36,,,2008,"1–2, 3B, 4-16",{{flagicon|BRA}} [[Enrique Bernoldi]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":33"">{{Cite web |date=March 18, 2008 |title=Bernoldi joins Conquest Racing |url=http://www.indycar.com/news/story.php?story_id=10694 |archive-url=https://web.archive.org/web/20080319072711/http://www.indycar.com/news/story.php?story_id=10694 |archive-date=March 19, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref>",,
15,{{flagicon|USA}} [[Conquest Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,36,,,2008,"16–17, NC",{{flagicon|CAN}} [[Alex Tagliani]],,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":34"">{{Cite web |last=Beer |first=Matt |date=August 30, 2008 |title=Tagliani to deputise for Bernoldi |url=https://www.autosport.com/indycar/news/tagliani-to-deputise-for-bernoldi-4423018/4423018/ |website=[[Autosport]]}}</ref><ref name="":35"">{{Cite web |date=September 3, 2008 |title=Tagliani to drive Conquest IndyCar at Chicagoland, Surfers Paradise |url=https://www.autoweek.com/news/a2045141/tagliani-drive-conquest-indycar-chicagoland-surfers-paradise/ |access-date=January 7, 2025 |website=Autoweek |language=en-US}}</ref>",,
16,{{flagicon|USA}} [[CURB/Agajanian/Beck Motorsports]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,77,,,2008,3A,{{flagicon|USA}} [[Roger Yasukawa]],,,,{{Firestone}},"<ref name="":39"">{{Cite web |date=March 7, 2008 |title=Yasukawa to compete in Beck Motorsports car at Motegi |url=http://www.indycar.com/news/story.php?story_id=10651 |archive-url=https://web.archive.org/web/20080311210711/http://www.indycar.com/news/story.php?story_id=10651 |archive-date=March 11, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref>",,
17,{{flagicon|USA}} [[CURB/Agajanian/Beck Motorsports]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,98,,,2008,5,{{flagicon|USA}} [[Roger Yasukawa]],,,,{{Firestone}},"<ref name="":40"">{{Cite web |last= |date=May 15, 2008 |title=Dixon leads rain-short Indy practice |url=https://www.racecar.com/news/21915/motorsport/dixon-leads-rain-short-indy-practice |access-date=January 7, 2025 |website=www.racecar.com |language=en}}</ref>",,
18,{{flagicon|USA}} [[Dale Coyne Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,18,,,2008,"1-2, 3B, 4-17, NC",{{flagicon|BRA}} [[Bruno Junqueira]],,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":21"">{{Cite news |date=March 19, 2008 |title=Dale Coyne Racing Ready to Contend in 2008 IndyCar Series |url=https://au.motorsport.com/indycar/news/dale-coyne-racing-to-field-two-cars/2280655/ |work=[[Motorsport.com]]}}</ref>",,
19,{{flagicon|USA}} [[Dale Coyne Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,19,,,2008,"1-2, 3B, 4-17, NC",{{flagicon|BRA}} [[Mario Moraes]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":21"">{{Cite news |date=March 19, 2008 |title=Dale Coyne Racing Ready to Contend in 2008 IndyCar Series |url=https://au.motorsport.com/indycar/news/dale-coyne-racing-to-field-two-cars/2280655/ |work=[[Motorsport.com]]}}</ref>",,
20,{{flagicon|USA}} [[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,15,,,2008,"1-2, 3A, 4-17, NC",{{flagicon|USA}} [[Buddy Rice]],,,,{{Firestone}},"<ref name="":17"">{{Cite web |date=March 6, 2008 |title=Bell in for seven races with Dreyer & Reinbold; Duno gets 11 |url=http://www.indycar.com/news/story.php?story_id=10643 |archive-url=https://web.archive.org/web/20080310180231/http://www.indycar.com/news/story.php?story_id=10643 |archive-date=March 10, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref>",,
21,{{flagicon|USA}} [[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,23,,,2008,"1, 4–5, 7–8, 10–12, 14, 16–17",{{flagicon|VEN}} [[Milka Duno]],,,,{{Firestone}},"<ref name="":18"">{{Cite web |date=February 25, 2008 |title=Duno to compete with Dreyer & Reinbold |url=http://www.indycar.com/news/story.php?story_id=10573 |archive-url=https://web.archive.org/web/20080301220310/http://www.indycar.com/news/story.php?story_id=10573 |archive-date=March 1, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref><ref name="":17"" />",,
22,{{flagicon|USA}} [[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,23,,,2008,"2, 3A, 6, 9, 13, 15, NC",{{flagicon|USA}} [[Townsend Bell]],,,,{{Firestone}},"<ref name="":17"" />",,
23,{{flagicon|USA}} [[Dreyer & Reinbold Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,99,,,2008,5,{{flagicon|USA}} [[Townsend Bell]],,,,{{Firestone}},"<ref name="":17"" />",,
24,{{flagicon|USA}} [[Hemelgarn Racing|Hemelgarn Johnson Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,91,,,2008,5,{{flagicon|USA}} [[Buddy Lazier]],,,,{{Firestone}},"<ref name="":42"">{{Cite web |date=April 30, 2008 |title=Lazier to drive for Hemelgarn Johnson at Indy 500 |url=https://www.espn.com/racing/news/story?id=3375763&seriesId=1 |access-date=January 7, 2025 |website=ESPN.com |language=en}}</ref>",,
25,{{flagicon|USA}} [[HVM Racing]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,33,,,2008,"1–2, 3B, 4-10, 12–17, NC",{{flagicon|VEN}} [[E. J. Viso]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":29"">{{Cite news |date=March 24, 2008 |title=Indy Racing League News and Notes: Viso to drive for HVM Racing |url=https://au.motorsport.com/indycar/news/ips-indy-racing-league-news-and-notes-2008-03-24/2282918/ |work=[[Motorsport.com]]}}</ref><ref name="":30"">{{Cite web |date=July 9, 2008 |title=Medical Condition Forces HVM Racing To Withdraw From Nashville |url=https://au.motorsport.com/indycar/news/hvm-racing-withdraws-from-nashville-due-to-viso-illness/2734451/ |website=[[Motorsport.com]]}}</ref>",,
26,{{flagicon|USA}} [[KV Racing Technology]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,5,,,2008,"1-2, 3B, 4-17, NC",{{flagicon|ESP}} [[Oriol Servià]],,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name=""Oriol Servià Signs With PKV Racing"">{{cite news |date=January 5, 2008 |title=Oriol Servià Signs With PKV |url=https://www.champcarworldseries.com/News/Article.asp?ID=12462 |archive-url=https://web.archive.org/web/20080304104526/https://www.champcarworldseries.com/News/Article.asp?ID=12462 |archive-date=March 4, 2008 |access-date=January 10, 2008 |publisher=champcarworldseries.com}}</ref>",,
27,{{flagicon|USA}} [[KV Racing Technology]],[[Dallara IR-03|Dallara]]<br>[[Panoz DP01]]<sup>1</sup>,[[Honda Indy V8|Honda]]<br>[[Ford-Cosworth Indy V8 engine|Cosworth]]<sup>1</sup>,,8,,,2008,"1-2, 3B, 4-17, NC",{{flagicon|AUS}} [[Will Power]] {{Color box|orange|R|border=silver}},,,,{{Firestone}}<br>{{Bridgestone}}<sup>1</sup>,"<ref name="":5"">{{Cite web |date=March 11, 2008 |title=Will Power joins Oriol Servia at KV Racing |url=https://www.autoweek.com/news/a2037451/will-power-joins-oriol-servia-kv-racing/ |access-date=January 6, 2025 |website=Autoweek |language=en-US}}</ref>",,
28,{{flagicon|USA}} [[Dragon Racing|Luczo Dragon Racing]],[[Dallara IR-03|Dallara]],[[Honda Indy V8|Honda]],,12,,,2008,"4–5, 7, 15–17",{{flagicon|ZAF}} [[Tomas Scheckter]],,,,{{Firestone}},"<ref name="":10"">{{Cite web |date=February 15, 2008 |title=Scheckter to drive for Luczo Dragon Racing |url=http://www.indycar.com/news/story.php?story_id=10524 |archive-url=https://web.archive.org/web/20080226225235/http://www.indycar.com/news/story.php?story_id=10524 |archive-date=February 26, 2008 |access-date=January 6, 2025 |website=indycar.com}}</ref><ref name="":11"">{{Cite web |last= |date=May 31, 2008 |title=Luczo Dragon Racing will compete in Texas and Chicagoland |url=https://www.racecar.com/news/22253/motorsport/mutoh-tops-rookie-practice |access-date=January 7, 2025 |website=www.racecar.com |language=en}}</ref><ref name="":12"">{{Cite web |last=Racecar |date=August 25, 2008 |title=Castroneves uses record-setting victory |url=https://www.racecar.com/news/24097/motorsport/castroneves-uses-record-setting-victory |access-date=January 7, 2025 |website=www.racecar.com |language=en}}</ref>",,
